date,GBPUSD=X,USDNOK=X,GBPAUD=X,EURUSD=X,USDCHF=X,AUDUSD=X,USDCAD=X,EURGBP=X,EURJPY=X,NZDUSD=X,EURCHF=X,EURCAD=X,GBPCAD=X,USDJPY=X,AUDJPY=X,MACD,RSI,BB_Middle,BB_Upper,BB_Lower,BB_RANGE,Distance_to_BB_Upper,Distance_to_BB_Lower,Moving Average2,Moving Average3,MA_diff,ADX,Return,HL_Spread,Mean_HL_Price,Mean_OC_Price,Close_Volatility,Volatility,Range,Doji,Hammer_Signal,Engulfing,Harami,Three_crows,Open,High,Low,Close
2024-04-12 09:00:00,1.2508286237716675,10.852470397949219,1.9201799631118774,1.0673497915267944,0.9126700162887573,0.6514785289764404,1.3736000061035156,0.8531000018119812,163.593994140625,0.5976929068565369,0.9739000201225281,1.4657700061798096,1.718019962310791,153.302001953125,99.85800170898438,-0.031401901912204266,27.87930348698457,192.1553985595703,192.56727414450188,191.74352297463872,0.8237511698631579,0.8172741445018801,0.006477025361277811,192.12799889700753,192.00409407842727,-0.3779988970075294,24.35645998430756,-0.0005316858944487413,0.173004150390625,191.79949951171875,191.8010025024414,0.05100250244140625,0.20823788843291546,0.173004150390625,0,0,0,0,0,191.8520050048828,191.88600158691406,191.71299743652344,191.75
2024-04-12 10:00:00,1.24985933303833,10.859550476074219,1.9210699796676636,1.0663254261016846,0.9129800200462341,0.6506181359291077,1.37322998046875,0.852940022945404,163.4219970703125,0.59719318151474,0.9732499718666077,1.463919997215271,1.716249942779541,153.2989959716797,99.72200012207031,-0.05674695100222493,22.57276592265555,192.12564849853516,192.6083818044098,191.64291519266052,0.9654666117492638,1.0183854665191632,-0.052918854769899326,192.11814171927315,191.99987974621,-0.5281453813825294,23.893591357259567,-0.0008344389158246868,0.32598876953125,191.6269989013672,191.6719970703125,0.0800018310546875,0.2502978763791025,0.32598876953125,0,0,0,0,0,191.75399780273438,191.7899932861328,191.46400451660156,191.58999633789062
2024-04-12 11:00:00,1.2471626996994019,10.886839866638184,1.9209200143814087,1.0649627447128296,0.9136199951171875,0.649207353591919,1.3746000528335571,0.8537600040435791,163.18099975585938,0.5959475636482239,0.9726899862289429,1.463729977607727,1.714359998703003,153.26600646972656,99.48600006103516,-0.1042585777042575,17.62616911929007,192.08769836425782,192.74071773572595,191.43467899278969,1.3060387429362663,1.6187237171712638,-0.3126849742349975,192.08739144461495,191.98623657226562,-0.9653974260602638,23.45825335396344,-0.0024427283693380097,0.4820098876953125,191.35199737548828,191.35549926757812,0.23400115966796875,0.3438256849529893,0.4820098876953125,0,0,0,0,0,191.58900451660156,191.59300231933594,191.11099243164062,191.1219940185547
2024-04-12 12:00:00,1.2470693588256836,10.86968994140625,1.9204299449920654,1.065303087234497,0.9124400019645691,0.6492958068847656,1.374619960784912,0.8540099859237671,163.1269989013672,0.5964452028274536,0.9717900156974792,1.4640899896621704,1.7142800092697144,153.16000366210938,99.45099639892578,-0.1484662991359471,16.71699855437737,192.03729858398438,192.85131598971,191.22328117825876,1.6280348114512435,1.849317088342815,-0.22128227689157143,192.0394630432129,191.96945081438338,-1.0374641418457031,23.383130877714596,-0.0006278456741920513,0.2340087890625,191.1009979248047,191.0605010986328,0.05999755859375,0.4160597893819009,0.2340087890625,0,0,0,0,0,191.11900329589844,191.21800231933594,190.98399353027344,191.0019989013672
2024-04-12 13:00:00,1.2454074621200562,10.89406967163086,1.9229400157928467,1.064056158065796,0.9114099740982056,0.6477187275886536,1.376330018043518,0.8541600108146667,162.60899353027344,0.5956635475158691,0.9695500135421753,1.464169979095459,1.7141300439834595,152.85400390625,98.99500274658203,-0.22016428025864343,11.943980127222915,191.9503486633301,193.05392417823086,190.84677314842932,2.207151029801537,2.687926863777733,-0.48077583397619605,191.9698202950614,191.93983168829055,-1.603822980608271,23.87243380244079,-0.003329816392353524,0.7360076904296875,190.69499969482422,190.6855010986328,0.31800079345703125,0.556572462261954,0.7360076904296875,0,0,-1,0,0,191.0050048828125,191.06300354003906,190.32699584960938,190.36599731445312
2024-04-12 14:00:00,1.2455781698226929,10.886249542236328,1.9237899780273438,1.0645092725753784,0.9121599793434143,0.6474796533584595,1.3750300407409668,0.8544399738311768,162.7449951171875,0.5946363806724548,0.9706799983978271,1.4633899927139282,1.7124600410461426,152.9250030517578,98.96399688720703,-0.27238395914005764,13.865318545504863,191.85664901733398,193.14112574750413,190.57217228716382,2.5689534603403104,2.722119399847884,-0.1531659395075735,191.91349901471818,191.90626053583054,-1.4944926670619338,24.60527345175057,0.00027845851649432873,0.77301025390625,190.38150024414062,190.39300537109375,0.0265045166015625,0.6385837236381672,0.77301025390625,1,0,0,1,0,190.36700439453125,190.76800537109375,189.9949951171875,190.41900634765625
2024-04-12 15:00:00,1.2436264753341675,10.906959533691406,1.921820044517517,1.0633772611618042,0.9108099937438965,0.6470774412155151,1.3753000497817993,0.8547899723052979,162.55599975585938,0.5943889617919922,0.9681800007820129,1.4622999429702759,1.710610032081604,152.927001953125,98.9469985961914,-0.32694673507344874,13.96027766169847,191.74659957885743,193.21335093638382,190.27984822133104,2.933502715052782,3.0533472742744436,-0.11984455922166148,191.84971346173967,191.86209397088913,-1.6897097996302932,25.55502196755781,-0.0013601724455698516,0.4740142822265625,190.2229995727539,190.2895050048828,0.1295013427734375,0.7190930951316024,0.4740142822265625,0,0,0,0,0,190.41900634765625,190.4600067138672,189.98599243164062,190.16000366210938
2024-04-12 16:00:00,1.245733380317688,10.888429641723633,1.9230899810791016,1.0650761127471924,0.9120299816131592,0.6477481126785278,1.375730037689209,0.8547000288963318,163.02000427246094,0.5950964093208313,0.9710299968719482,1.464669942855835,1.7135200500488281,153.1219940185547,99.16300201416016,-0.3341990812437814,24.67556883428351,191.66224975585936,193.16226338681952,190.1622361248992,3.0000272619203088,2.4402632647492055,0.5597639971711033,191.80589185442244,191.83690352666946,-1.0838917323521287,26.734898343744337,0.0029553873008938414,0.6410064697265625,190.4625015258789,190.44249725341797,0.28099822998046875,0.720970897706795,0.6410064697265625,0,0,0,0,0,190.16299438476562,190.7830047607422,190.14199829101562,190.7220001220703
2024-04-12 17:00:00,1.2449579238891602,10.898189544677734,1.9261300563812256,1.0645092725753784,0.9124600291252136,0.6464207768440247,1.3769999742507935,0.8547800183296204,162.927001953125,0.5941417813301086,0.9710299968719482,1.4656599760055542,1.7145600318908691,153.1020050048828,98.94200134277344,-0.3441852197679225,21.057967797909683,191.5740493774414,193.10836940389066,190.03972935099216,3.068640052898502,2.5123763618984754,0.5562636910000265,191.75303431919642,191.8095463344029,-1.157041277204229,28.297010250347387,-0.0006606845565665376,0.264007568359375,190.61199951171875,190.65999603271484,0.0630035400390625,0.735872682121292,0.264007568359375,0,0,0,0,-2,190.7239990234375,190.74400329589844,190.47999572753906,190.5959930419922
2024-04-12 18:00:00,1.245795488357544,10.892999649047852,1.926300048828125,1.0649627447128296,0.9130399823188782,0.6467176079750061,1.3769500255584717,0.8547000288963318,163.03500366210938,0.5942829847335815,0.9720799922943115,1.4659899473190308,1.7150599956512451,153.12399291992188,99.01399993896484,-0.340503167396804,25.78825292967761,191.4936492919922,193.02661314044644,189.96068544353795,3.0659276969084885,2.290620708805818,0.7753069881026704,191.70128413609095,191.7855700538272,-0.9652917044503226,30.17175136339156,0.0007345348000973306,0.261993408203125,190.6699981689453,190.66199493408203,0.06999969482421875,0.718037978340117,0.261993408203125,0,0,1,0,0,190.58799743652344,190.80099487304688,190.53900146484375,190.73599243164062
